SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,35,,良好,2.3,0.23,36.1,38,5,2,4.1,5.1,1,0.9,57,2021-02-11 01:00,,0.2,5,6,2,121.760056,25.129167,1
汐止,新北市,35,,良好,1.7,0.31,32.9,38,5,6,11.8,13.1,1.3,2.1,38,2021-02-11 01:00,,0.3,5,7,1,121.6423,25.067131,2
萬里,新北市,33,,良好,2.2,0.22,29.7,36,5,11,4.6,6.2,1.5,1.6,211,2021-02-11 01:00,,0.2,8,10,4,121.689881,25.179667,3
新店,新北市,34,,良好,1.7,0.41,22.8,37,5,7,10.7,12,1.3,0.8,54,2021-02-11 01:00,,0.4,5,6,1,121.537778,24.977222,4
土城,新北市,31,,良好,2,0.45,26.8,34,16,19,13.4,14.8,1.3,0.8,157,2021-02-11 01:00,,0.4,8,10,2,121.451861,24.982528,5
板橋,新北市,31,,良好,1.2,0.49,19.9,26,31,21,14.7,15.7,1,0.7,268,2021-02-11 01:00,,0.4,9,14,2,121.458667,25.012972,6
新莊,新北市,31,,良好,2.4,0.48,17.2,30,20,21,15.7,16.6,0.9,0.5,163,2021-02-11 01:00,,0.4,10,10,2,121.4325,25.037972,7
菜寮,新北市,29,,良好,2,0.54,13.7,31,26,17,19.5,21,1.6,0.6,221,2021-02-11 01:00,,0.4,8,12,2,121.481028,25.06895,8
林口,新北市,34,,良好,1.8,0.34,27.8,37,10,7,13.3,15.2,1.9,2.2,112,2021-02-11 01:00,,0.3,6,9,1,121.376869,25.077197,9
淡水,新北市,36,,良好,0.5,0.2,30.6,39,11,1,3.1,3.1,0.3,,,2021-02-11 01:00,,0.2,3,8,1,121.449239,25.1645,10
士林,臺北市,41,,良好,1,0.16,43.6,44,5,11,2.9,4.4,1.5,1.1,126,2021-02-11 01:00,,0.2,5,5,2,121.515389,25.105417,11
中山,臺北市,24,,良好,2,0.57,15.5,26,5,14,21.1,21.1,0.3,1.3,180,2021-02-11 01:00,,0.4,7,6,1,121.526528,25.062361,12
萬華,臺北市,25,,良好,1.8,0.55,14.2,27,21,20,21,21.8,0.8,0.7,266,2021-02-11 01:00,,0.4,8,8,1,121.507972,25.046503,13
古亭,臺北市,31,,良好,1.2,0.44,24.2,34,28,25,11.9,12.6,0.7,0.4,256,2021-02-11 01:00,,0.3,9,9,1,121.529556,25.020608,14
基隆,基隆市,36,,良好,2.3,0.2,36.3,39,5,3,5.4,6.3,0.9,0.9,41,2021-02-11 00:00,,0.2,5,6,2,121.760056,25.129167,1
汐止,新北市,36,,良好,1.4,0.24,39.7,39,5,1,7.6,9,1.4,0.9,65,2021-02-11 00:00,,0.2,5,8,1,121.6423,25.067131,2
萬里,新北市,35,,良好,1.7,0.23,29.3,38,5,7,6,7.2,1.2,1.7,204,2021-02-11 00:00,,0.2,7,12,4,121.689881,25.179667,3
新店,新北市,37,,良好,1.4,0.38,27.8,40,5,5,11.3,13.1,1.8,0.8,205,2021-02-11 00:00,,0.3,4,6,1,121.537778,24.977222,4
土城,新北市,33,,良好,2.4,0.39,26,36,18,17,12.1,13.5,1.4,1.4,206,2021-02-11 00:00,,0.4,6,8,2,121.451861,24.982528,5
板橋,新北市,25,,良好,1.9,0.46,17.3,27,14,14,16.9,18.1,1.2,1.4,219,2021-02-11 00:00,,0.4,7,10,2,121.458667,25.012972,6
新莊,新北市,31,,良好,2.2,0.43,24,33,5,8,15.8,16,0.3,1.5,184,2021-02-11 00:00,,0.4,8,7,2,121.4325,25.037972,7
菜寮,新北市,31,,良好,1.7,0.35,30.8,34,5,6,,,,2.1,171,2021-02-11 00:00,,0.3,6,8,2,121.481028,25.06895,8
林口,新北市,36,,良好,1.4,0.26,37.1,39,5,4,7.6,9.1,1.6,1.6,127,2021-02-11 00:00,,0.3,6,8,1,121.376869,25.077197,9
淡水,新北市,37,,良好,0.5,0.18,37.1,40,12,2,2.2,2.4,0.3,,,2021-02-11 00:00,,0.2,4,7,1,121.449239,25.1645,10
士林,臺北市,41,,良好,2.1,0.17,44.3,44,5,3,3.7,5.2,1.5,1.8,89,2021-02-11 00:00,,0.2,5,5,2,121.515389,25.105417,11
中山,臺北市,26,,良好,1.6,0.38,31.6,28,5,4,12.9,13.4,0.5,1.8,139,2021-02-11 00:00,,0.4,6,6,1,121.526528,25.062361,12
萬華,臺北市,28,,良好,1.3,0.37,27.8,30,5,5,17.2,17.6,0.3,1.1,174,2021-02-11 00:00,,0.3,5,5,1,121.507972,25.046503,13
古亭,臺北市,33,,良好,0.5,0.33,30,36,5,6,10.2,11.1,0.9,1.3,268,2021-02-11 00:00,,0.3,5,5,1,121.529556,25.020608,14
松山,臺北市,30,,良好,1.7,0.31,33.5,32,5,7,10.8,12.4,1.6,1.6,83,2021-02-11 00:00,,0.3,6,6,2,121.578611,25.05,15
大同,臺北市,32,,良好,0.5,0.75,-,-,21,8,17.9,27.3,9.4,-,-,2021-02-11 00:00,,0.6,10,22,1,121.513311,25.0632,16
桃園,桃園市,32,,良好,3.3,0.44,19.1,32,28,23,17.3,19.5,2.1,0.5,264,2021-02-11 00:00,,0.4,10,13,6,121.30872222,24.98677778,17
大園,桃園市,44,,良好,2.6,0.34,34.1,35,18,19,11.9,12.1,0.3,1.3,230,2021-02-11 00:00,,0.3,14,16,2,121.201811,25.060344,18
觀音,桃園市,52,細懸浮微粒,普通,1.8,0.27,35.6,31,17,16,7.4,8.6,1.2,1.5,197,2021-02-11 00:00,,0.3,16,28,3,121.082761,25.035503,19
平鎮,桃園市,56,細懸浮微粒,普通,1.8,0.44,19.2,31,25,25,18.2,19.8,1.6,0.7,220,2021-02-11 00:00,,0.4,18,22,2,121.203986,24.952786,20
龍潭,桃園市,52,細懸浮微粒,普通,1.2,0.36,36.7,38,26,17,11.3,11.8,0.5,1.8,208,2021-02-11 00:00,,0.4,16,25,1,121.21635,24.863869,21
湖口,新竹縣,72,細懸浮微粒,普通,2.1,0.28,38.1,40,18,23,12.2,13.8,1.6,0.7,154,2021-02-11 00:00,,0.3,24,27,2,121.038653,24.900142,22
竹東,新竹縣,66,細懸浮微粒,普通,1.8,0.36,33.8,44,19,17,7.8,8.8,1,0.8,81,2021-02-11 00:00,,0.4,22,29,,121.088903,24.740644,23
新竹,新竹市,59,細懸浮微粒,普通,1.9,0.34,41.4,41,16,20,9.7,10.3,0.6,0.8,133,2021-02-11 00:00,,0.4,19,27,3,120.972075,24.805619,24
頭份,苗栗縣,59,細懸浮微粒,普通,2.5,0.32,29.7,34,36,26,7.3,8,0.7,1,131,2021-02-11 00:00,,0.3,19,32,3,120.898572,24.696969,25
苗栗,苗栗縣,65,細懸浮微粒,普通,2.5,0.37,23.7,29,32,29,12.1,13.5,1.4,0.5,356,2021-02-11 00:00,,0.4,21,30,2,120.8202,24.565269,26
三義,苗栗縣,72,細懸浮微粒,普通,1.7,0.26,32.4,34,12,15,6.2,7.8,1.6,1,1,2021-02-11 00:00,,0.3,24,32,2,120.758833,24.382942,27
豐原,臺中市,83,細懸浮微粒,普通,1.8,0.3,35.3,42,43,32,10.5,11.7,1.2,0.5,17,2021-02-11 00:00,,0.3,28,44,2,120.741711,24.256586,28
沙鹿,臺中市,39,,良好,0.5,0.24,42.8,35,15,9,3.7,4.5,0.8,1.2,2,2021-02-11 00:00,,0.3,12,24,1,120.568794,24.225628,29
大里,臺中市,79,細懸浮微粒,普通,5.2,0.43,32.3,27,34,25,14.3,15.6,1.2,1.1,9,2021-02-11 00:00,,0.5,27,46,5,120.677689,24.099611,30
忠明,臺中市,64,細懸浮微粒,普通,1.4,0.28,37.7,33,25,13,9.1,10.4,1.3,1.5,30,2021-02-11 00:00,,0.4,21,35,2,120.641092,24.151958,31
西屯,臺中市,69,細懸浮微粒,普通,1.3,0.29,37.9,34,25,19,9.8,10.3,0.3,1.8,5,2021-02-11 00:00,,0.3,23,35,2,120.616917,24.162197,32
彰化,彰化縣,63,細懸浮微粒,普通,3.7,0.31,39.5,34,22,18,12,12.2,0.3,1.6,7,2021-02-11 00:00,,0.4,20,30,4,120.541519,24.066,33
線西,彰化縣,43,,良好,0,0.19,47.8,39,15,9,1.9,2.5,0.7,2.2,25,2021-02-11 00:00,,0.3,13,22,1,120.469061,24.131672,34
二林,彰化縣,69,細懸浮微粒,普通,1.8,0.21,30.1,24,18,13,3.9,5.3,1.4,2,32,2021-02-11 00:00,,0.4,23,40,2,120.409653,23.925175,35
南投,南投縣,88,細懸浮微粒,普通,3.2,0.53,32.7,31,35,18,12.2,13.8,1.6,1.1,29,2021-02-11 00:00,,0.6,30,55,2,120.685306,23.913,36
斗六,雲林縣,99,細懸浮微粒,普通,3.1,0.44,36.9,36,41,34,3.9,5.6,1.8,1.1,352,2021-02-11 00:00,,0.4,35,56,3,120.544994,23.711853,37
崙背,雲林縣,68,細懸浮微粒,普通,0.5,0.21,43.2,33,20,13,4.7,6,1.3,0.8,321,2021-02-11 00:00,,0.3,22,38,1,120.348742,23.757547,38
新港,嘉義縣,79,細懸浮微粒,普通,1.2,0.33,32.7,37,42,26,7.6,9.6,2,2,356,2021-02-11 00:00,,0.2,27,43,2,120.345531,23.554839,39
朴子,嘉義縣,76,細懸浮微粒,普通,,0.28,26.5,30,33,25,5.9,7.5,1.6,0.9,5,2021-02-11 00:00,,0.3,26,40,,120.24781111,23.46712222,40
臺西,雲林縣,46,,良好,1.3,0.16,43.5,37,14,11,4.9,4.5,0,3,31,2021-02-11 00:00,,0.2,14,26,2,120.19933333,23.702175,41
嘉義,嘉義市,114,細懸浮微粒,對敏感族群不健康,1.4,0.46,34.9,29,61,49,13.5,13.9,0.3,1.5,359,2021-02-11 00:00,,0.4,41,55,3,120.44083333,23.462778,42
新營,臺南市,90,細懸浮微粒,普通,2.2,0.33,34.9,36,51,36,10.9,12,1.1,1.7,13,2021-02-11 00:00,,0.3,31,52,3,120.31725,23.305633,43
善化,臺南市,84,細懸浮微粒,普通,0.5,0.28,35.1,34,49,32,9.2,9.5,0.3,1.6,358,2021-02-11 00:00,,0.3,29,50,1,120.297142,23.115097,44
安南,臺南市,86,細懸浮微粒,普通,1.9,0.29,34.9,37,49,33,8.8,9.4,0.6,2.3,17,2021-02-11 00:00,,0.3,30,51,2,120.2175,23.048197,45
臺南,臺南市,96,細懸浮微粒,普通,1.1,0.33,35.8,37,44,39,12,13.7,1.6,2,26,2021-02-11 00:00,,0.4,34,48,1,120.202617,22.984581,46
美濃,高雄市,89,細懸浮微粒,普通,1.3,0.27,26.6,43,57,34,7.3,8.1,0.8,0.7,189,2021-02-11 00:00,,0.3,31,54,2,120.530542,22.883583,47
橋頭,高雄市,103,細懸浮微粒,對敏感族群不健康,1.2,0.33,20.6,34,64,39,11.2,12.5,1.2,2.1,25,2021-02-11 00:00,,0.4,36,65,2,120.305689,22.757506,48
仁武,高雄市,99,細懸浮微粒,普通,2.9,0.34,17.4,36,64,41,17.4,21.7,4.3,1.7,2,2021-02-11 00:00,,0.3,35,63,3,120.332631,22.689056,49
鳳山,高雄市,104,細懸浮微粒,對敏感族群不健康,2.4,0.53,16.6,26,77,47,22.4,25.7,3.4,0.7,120,2021-02-11 00:00,,0.8,37,68,3,120.358083,22.627392,50
大寮,高雄市,113,細懸浮微粒,對敏感族群不健康,3,0.3,24.7,37,79,43,15.7,17.4,1.6,1.3,23,2021-02-11 00:00,,0.4,40,70,3,120.425311,22.56413611,51
林園,高雄市,89,細懸浮微粒,普通,2.6,0.43,24.4,42,74,41,19.6,21,1.5,2.7,34,2021-02-11 00:00,,0.5,31,66,3,120.41175,22.4795,52
楠梓,高雄市,100,細懸浮微粒,普通,1,0.32,23.4,38,63,40,11.8,12.3,0.6,2.3,37,2021-02-11 00:00,,0.3,35,61,2,120.328289,22.733667,53
左營,高雄市,86,細懸浮微粒,普通,1.6,0.39,21,37,68,37,15.5,15.8,0.3,1.8,15,2021-02-11 00:00,,0.4,30,60,2,120.292917,22.674861,54
前金,高雄市,110,細懸浮微粒,對敏感族群不健康,1.2,0.43,19.8,37,70,53,18.8,20.3,1.5,2.2,358,2021-02-11 00:00,,0.4,39,59,2,120.288086,22.632567,56
前鎮,高雄市,98,細懸浮微粒,普通,1.3,0.55,13,25,72,45,23.3,26,2.7,2.2,28,2021-02-11 00:00,,0.5,34,60,1,120.307564,22.605386,57
小港,高雄市,92,細懸浮微粒,普通,3.4,0.47,17.8,35,77,46,24.9,25.6,0.7,1.5,43,2021-02-11 00:00,,0.5,32,61,4,120.337736,22.565833,58
屏東,屏東縣,88,細懸浮微粒,普通,2.1,0.33,30.1,41,58,31,10.5,10.9,0.3,1.4,39,2021-02-11 00:00,,0.4,30,58,2,120.488033,22.673081,59
潮州,屏東縣,92,細懸浮微粒,普通,1.7,0.34,31,43,63,33,10.7,11.6,0.9,1.9,68,2021-02-11 00:00,,0.4,32,66,2,120.561175,22.523108,60
恆春,屏東縣,45,,良好,0.5,0.13,47.5,49,5,2,0.3,2.4,1.9,8.7,31,2021-02-11 00:00,,0.1,5,7,1,120.788928,21.958069,61
臺東,臺東縣,28,,良好,1.6,0.3,31.4,30,12,8,4.4,4.4,0,0.6,1,2021-02-11 00:00,,0.4,8,13,2,121.15045,22.755358,62
花蓮,花蓮縣,32,,良好,1.1,0.22,31.3,35,5,4,3.1,3.6,0.3,2.3,195,2021-02-11 00:00,,0.3,6,8,1,121.599769,23.971306,63
陽明,臺北市,39,,良好,0.5,0.16,42.2,42,5,3,0.5,1.3,0.8,,,2021-02-11 00:00,,0.2,3,5,1,121.529583,25.182722,64
