SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,47,,良好,1.5,0.22,41.1,51,24,14,6,6.9,0.9,0.7,290,2021-02-19 01:00,,0.2,14,28,1,121.760056,25.129167,1
汐止,新北市,50,,良好,1.4,0.37,24.2,34,23,15,25.9,29.7,3.8,0.6,58,2021-02-19 01:00,,0.4,15,29,2,121.6423,25.067131,2
萬里,新北市,66,懸浮微粒,普通,2,0.21,45.3,58,45,14,2.2,2.6,0.3,1.4,134,2021-02-19 01:00,,0.2,17,77,1,121.689881,25.179667,3
新店,新北市,48,,良好,1.2,0.24,53.2,52,22,8,3.6,4.1,0.6,3.7,143,2021-02-19 01:00,,0.3,12,26,2,121.537778,24.977222,4
土城,新北市,45,,良好,1.7,0.22,48.2,49,22,8,4.3,5.1,0.8,1.7,138,2021-02-19 01:00,,0.3,12,26,2,121.451861,24.982528,5
板橋,新北市,47,,良好,3.1,0.34,39.8,38,26,15,10.8,12.1,1.3,1.6,128,2021-02-19 01:00,,0.4,14,30,3,121.458667,25.012972,6
新莊,新北市,49,,良好,1.9,0.33,42.9,47,25,14,12.8,15.2,2.5,2.6,54,2021-02-19 01:00,,0.4,15,30,2,121.4325,25.037972,7
菜寮,新北市,50,,良好,1.3,0.33,39.4,43,23,16,10.7,12.2,1.5,2.1,82,2021-02-19 01:00,,0.4,15,27,2,121.481028,25.06895,8
林口,新北市,45,,良好,2.9,0.26,48.8,49,32,11,7.6,9.1,1.5,3.1,67,2021-02-19 01:00,,0.3,13,33,3,121.376869,25.077197,9
淡水,新北市,48,,良好,1.8,0.32,38.8,41,30,15,10.8,11,0.3,,,2021-02-19 01:00,,0.3,15,28,1,121.449239,25.1645,10
基隆,基隆市,48,,良好,1.5,0.27,42.8,52,23,14,9,10.3,1.3,0.7,289,2021-02-19 00:00,,0.2,13,28,1,121.760056,25.129167,1
汐止,新北市,52,細懸浮微粒,普通,1.3,0.45,16.7,37,28,16,32.4,37.4,5,0.6,59,2021-02-19 00:00,,0.4,16,31,1,121.6423,25.067131,2
萬里,新北市,72,懸浮微粒,普通,1.6,0.22,58.6,60,79,16,2,2.2,0.3,4.9,54,2021-02-19 00:00,,0.2,17,85,1,121.689881,25.179667,3
新店,新北市,48,,良好,1.7,0.25,53.3,52,25,13,4.5,5.1,0.7,3.9,144,2021-02-19 00:00,,0.3,12,27,2,121.537778,24.977222,4
土城,新北市,46,,良好,1.6,0.23,48.2,50,24,11,5.2,6,0.8,1.9,132,2021-02-19 00:00,,0.3,13,28,2,121.451861,24.982528,5
板橋,新北市,47,,良好,2.8,0.37,37,39,22,13,14.2,15.4,1.3,1.4,132,2021-02-19 00:00,,0.4,14,31,3,121.458667,25.012972,6
新莊,新北市,48,,良好,2.2,0.37,43.4,48,25,14,13,14.4,1.4,2.5,72,2021-02-19 00:00,,0.4,15,31,2,121.4325,25.037972,7
菜寮,新北市,49,,良好,2.3,0.37,36.3,44,27,13,15.8,17.7,1.9,3.3,133,2021-02-19 00:00,,0.4,15,28,2,121.481028,25.06895,8
林口,新北市,45,,良好,2.7,0.28,48.3,49,25,12,9.7,10.7,0.9,3,86,2021-02-19 00:00,,0.3,14,33,3,121.376869,25.077197,9
淡水,新北市,48,,良好,1.8,0.33,37,43,25,18,12.3,12.5,0.3,,,2021-02-19 00:00,,0.3,15,28,1,121.449239,25.1645,10
士林,臺北市,47,,良好,1.1,0.28,41.6,51,24,9,11.9,12.2,0.3,1.7,132,2021-02-19 00:00,,0.3,14,26,1,121.515389,25.105417,11
中山,臺北市,52,細懸浮微粒,普通,1.6,0.44,39,39,24,13,17.4,18.9,1.5,1.4,98,2021-02-19 00:00,,0.5,16,27,1,121.526528,25.062361,12
萬華,臺北市,50,,良好,1.6,0.32,40.1,38,24,16,12.2,13.5,1.3,1.5,92,2021-02-19 00:00,,0.4,15,28,1,121.507972,25.046503,13
