SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,65,細懸浮微粒,普通,3,0.33,18.6,13,33,18,10.3,15.4,5.1,2.6,267,2020-05-03 08:00,,0.4,21,30,1,121.760056,25.129167,1
汐止,新北市,74,細懸浮微粒,普通,3.2,0.54,23.6,10,39,26,15.1,22,6.9,1.3,208,2020-05-03 08:00,,0.6,25,34,2,121.6423,25.067131,2
萬里,新北市,63,細懸浮微粒,普通,2.3,0.37,22.9,25,31,20,8.1,10.2,2,2.6,195,2020-05-03 08:00,,0.3,20,27,2,121.689881,25.179667,3
新店,新北市,68,細懸浮微粒,普通,1.7,0.39,22.2,24,25,21,7.9,9.6,1.7,1.1,175,2020-05-03 08:00,,0.4,22,29,2,121.537778,24.977222,4
土城,新北市,92,細懸浮微粒,普通,3.5,0.81,20.4,12,47,34,23.9,32,8.1,0.9,162,2020-05-03 08:00,,0.7,32,42,3,121.451861,24.982528,5
板橋,新北市,86,細懸浮微粒,普通,2.6,0.63,19.4,11,33,30,22,28.3,6.3,1.0,147,2020-05-03 08:00,,0.7,30,40,3,121.458667,25.012972,6
基隆,基隆市,54,細懸浮微粒,普通,2.3,0.33,11.9,35,27,16,13.4,15.9,2.5,1.2,267,2020-05-03 22:00,,0.2,17,28,2,121.760056,25.129167,1
汐止,新北市,52,細懸浮微粒,普通,1.6,0.5,7,33,29,14,18.9,27.3,8.4,1.4,48,2020-05-03 22:00,,0.3,16,30,2,121.6423,25.067131,2
萬里,新北市,51,細懸浮微粒,普通,2.2,0.21,21,43,21,15,6.2,6.8,0.6,3.1,304,2020-05-03 22:00,,0.2,16,25,2,121.689881,25.179667,3
新店,新北市,38,,良好,1.9,0.46,2.9,25,26,12,20.5,25.2,4.7,1.2,185,2020-05-03 22:00,,0.3,12,26,2,121.537778,24.977222,4
土城,新北市,47,,良好,2.5,0.42,5.3,26,35,20,17,21.9,5,0.7,151,2020-05-03 22:00,,0.3,14,28,3,121.451861,24.982528,5
板橋,新北市,44,,良好,4.6,0.55,6.6,23,52,16,19.9,22.8,2.8,1.6,283,2020-05-03 22:00,,0.3,14,31,3,121.458667,25.012972,6
新莊,新北市,90,細懸浮微粒,普通,2.4,0.68,24.6,14,47,34,20.1,24,4,1.0,154,2020-05-03 08:00,,0.7,32,43,4,121.4325,25.037972,7
菜寮,新北市,84,細懸浮微粒,普通,1.8,0.61,15.1,15,37,26,15.7,20.9,5.2,1.4,210,2020-05-03 08:00,,0.6,29,38,2,121.481028,25.06895,8
林口,新北市,62,細懸浮微粒,普通,2.4,0.27,14.7,25,32,18,12.2,16.9,4.6,2.5,244,2020-05-03 08:00,,0.3,20,32,3,121.376869,25.077197,9
淡水,新北市,74,細懸浮微粒,普通,1.9,0.47,14.4,12,30,24,13.8,15.6,1.8,1.1,200,2020-05-03 08:00,,0.6,25,31,2,121.449239,25.1645,10
士林,臺北市,77,細懸浮微粒,普通,3.1,0.53,20.1,12,32,24,17.1,23,5.9,1.2,324,2020-05-03 08:00,,0.6,26,34,3,121.515389,25.105417,11
中山,臺北市,74,細懸浮微粒,普通,1.6,0.58,16.4,22,33,26,19.1,26.7,7.6,1.1,257,2020-05-03 08:00,,0.5,25,32,1,121.526528,25.062361,12
萬華,臺北市,71,細懸浮微粒,普通,1.8,0.51,17.4,22,32,27,15.6,20.2,4.6,0.8,100,2020-05-03 08:00,,0.4,24,33,2,121.507972,25.046503,13
古亭,臺北市,74,細懸浮微粒,普通,1.3,0.47,19.8,23,31,29,12.9,16.2,3.4,0.7,203,2020-05-03 08:00,,0.4,25,31,2,121.529556,25.020608,14
松山,臺北市,75,細懸浮微粒,普通,3.4,0.51,18.8,17,35,22,19.4,50.4,31,1.4,203,2020-05-03 08:00,,0.5,25,34,3,121.578611,25.05,15
大同,臺北市,76,細懸浮微粒,普通,2.7,1.38,-,-,37,21,26.5,55.5,29,-,-,2020-05-03 08:00,,1.2,26,37,3,121.513311,25.0632,16
桃園,桃園市,96,細懸浮微粒,普通,2.8,0.45,12.8,12,35,28,17,18.8,1.7,0.8,215,2020-05-03 08:00,,0.6,34,46,4,121.30872222,24.98677778,17
大園,桃園市,66,細懸浮微粒,普通,2.7,0.24,16.5,20,26,13,8.6,10.7,2.2,2.9,191,2020-05-03 08:00,,0.4,22,36,3,121.201811,25.060344,18
觀音,桃園市,43,,良好,0.5,0.14,18.2,19,17,4,6.9,7.3,0.3,4.3,251,2020-05-03 08:00,,0.2,13,29,3,121.082761,25.035503,19
平鎮,桃園市,61,細懸浮微粒,普通,2.4,0.28,16.3,25,29,14,8.9,11.3,2.5,1.8,207,2020-05-03 08:00,,0.3,20,34,2,121.203986,24.952786,20
龍潭,桃園市,74,細懸浮微粒,普通,2.3,0.34,22.6,29,31,18,8.5,10.7,2.2,2.0,213,2020-05-03 08:00,,0.3,25,33,3,121.21635,24.863869,21
湖口,新竹縣,51,細懸浮微粒,普通,3.1,0.24,15.2,17,26,12,10.2,13.9,3.7,3.7,231,2020-05-03 08:00,,0.3,16,27,3,121.038653,24.900142,22
竹東,新竹縣,75,細懸浮微粒,普通,1.7,0.41,16.7,20,25,20,7,8.6,1.6,0.8,162,2020-05-03 08:00,,0.3,25,34,2,121.088903,24.740644,23
新竹,新竹市,56,細懸浮微粒,普通,3.2,0.3,15.8,15,27,13,9,13.2,4.2,3.5,248,2020-05-03 08:00,,0.3,18,26,2,120.972075,24.805619,24
頭份,苗栗縣,54,細懸浮微粒,普通,1.5,0.19,16.1,14,29,14,5.3,7.4,2.1,4.3,252,2020-05-03 08:00,,0.2,17,30,3,120.898572,24.696969,25
苗栗,苗栗縣,46,,良好,1.9,0.22,12.7,14,26,11,4.9,6.3,1.4,3.3,201,2020-05-03 08:00,,0.2,14,27,2,120.8202,24.565269,26
三義,苗栗縣,53,細懸浮微粒,普通,1.2,0.2,14.9,18,22,8,6.8,8.5,1.8,5.6,208,2020-05-03 08:00,,0.2,16,26,1,120.758833,24.382942,27
豐原,臺中市,51,細懸浮微粒,普通,1.5,0.25,20.5,26,22,13,4.4,6.5,2.1,4.2,205,2020-05-03 08:00,,0.2,16,26,2,120.741711,24.256586,28
沙鹿,臺中市,50,,良好,2,0.2,13.2,17,22,10,8.6,11.4,2.9,3.0,187,2020-05-03 08:00,,0.2,15,25,3,120.568794,24.225628,29
大里,臺中市,63,細懸浮微粒,普通,2,0.32,17.1,16,31,19,7.3,9.1,1.8,3.0,210,2020-05-03 08:00,,0.3,20,32,3,120.677689,24.099611,30
忠明,臺中市,56,細懸浮微粒,普通,2.1,0.24,17.7,20,26,16,7.7,10.9,3.1,1.5,198,2020-05-03 08:00,,0.2,18,31,2,120.641092,24.151958,31
西屯,臺中市,66,細懸浮微粒,普通,2.3,0.25,18.4,18,29,19,8.2,9.9,1.6,2.8,186,2020-05-03 08:00,,0.3,21,34,3,120.616917,24.162197,32
彰化,彰化縣,43,,良好,1.8,0.17,11.7,12,24,9,3.4,4.6,1.2,2.7,199,2020-05-03 08:00,,0.2,13,28,3,120.541519,24.066,33
線西,彰化縣,56,細懸浮微粒,普通,2.2,0.17,16.6,17,25,10,4.8,6.3,1.5,4,226,2020-05-03 08:00,,0.2,18,33,3,120.469061,24.131672,34
二林,彰化縣,54,細懸浮微粒,普通,3.4,0.22,9.9,8,30,9,4.5,7.9,3.4,2.6,179,2020-05-03 08:00,,0.2,17,39,3,120.409653,23.925175,35
南投,南投縣,66,細懸浮微粒,普通,2.5,0.32,18.9,12,26,17,6,7.9,1.9,1.5,164,2020-05-03 08:00,,0.3,22,33,3,120.685306,23.913,36
斗六,雲林縣,50,,良好,1.7,0.24,11.8,10,31,10,8.1,12.2,4.2,1.7,179,2020-05-03 08:00,,0.2,15,28,2,120.544994,23.711853,37
崙背,雲林縣,43,,良好,1.5,0.16,12.8,11,29,8,4.5,9,4.5,2.0,181,2020-05-03 08:00,,0.2,13,31,2,120.348742,23.757547,38
