SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
屏東(琉球),屏東縣,53,細懸浮微粒,普通,1,0.34,48.9,47,33,21,5.5,6.1,0.6,1.5,28,2021-10-30 02:00,,0.2,16,28,2,120.37722,22.35222,204
新北(樹林),新北市,28,,良好,0.2,0.31,24.8,22,14,8,10.8,11.3,0.5,0,163,2021-10-30 02:00,,0.4,8,17,0,121.38352778,24.94902778,311
臺南(學甲),臺南市,44,,良好,2.2,0.33,18.8,24,37,7,14.5,17.8,3.2,1.1,25,2021-10-30 02:00,,0.2,13,44,1,120.18339722,23.23688056,312
屏東(枋寮),屏東縣,37,,良好,0,0.15,26.4,31,15,8,2.7,2.7,0,0.2,60,2021-10-30 02:00,,0.1,12,17,0,120.59036944,22.38474167,313
高雄(湖內),高雄市,60,細懸浮微粒,普通,2.2,0.42,3.3,17,42,21,29.3,30.4,1.1,0.7,75,2021-10-30 03:00,,0.4,19,54,3,120.24535,22.87985556,202
臺南(麻豆),臺南市,44,,良好,1.3,0.25,17.5,21,29,11,12.3,12.8,0.5,0.9,334,2021-10-30 03:00,,0.2,14,43,1,120.24583056,23.17904722,203
屏東(琉球),屏東縣,55,細懸浮微粒,普通,0.9,0.33,48.6,45,38,22,5.4,6,0.6,1,355,2021-10-30 03:00,,0.2,17,30,2,120.37722,22.35222,204
新北(樹林),新北市,25,,良好,0.3,0.26,25,21,16,5,11.1,11.8,0.7,0,216,2021-10-30 03:00,,0.4,8,17,0,121.38352778,24.94902778,311
臺南(學甲),臺南市,41,,良好,1.7,0.27,17.8,21,30,10,11.9,14.5,2.6,0.3,46,2021-10-30 03:00,,0.2,12,41,1,120.18339722,23.23688056,312
屏東(枋寮),屏東縣,35,,良好,0,0.15,19.2,27,11,6,4.3,4.3,0,0.1,51,2021-10-30 03:00,,0.1,11,16,0,120.59036944,22.38474167,313
基隆,基隆市,31,,良好,0.6,0.23,20.4,14,13,6,4.5,5.1,0.5,0.3,340,2021-10-30 02:00,,0.3,10,18,1,121.760056,25.129167,1
汐止,新北市,30,,良好,1.4,0.3,12.1,5,23,5,18.9,19.9,1,0.4,107,2021-10-30 02:00,,0.4,8,23,2,121.6423,25.067131,2
萬里,新北市,26,,良好,0.5,0.17,30.6,23,14,7,2,2.3,0.3,2.3,201,2021-10-30 02:00,,0.1,7,26,0,121.689881,25.179667,3
新店,新北市,20,,良好,0.3,0.2,27.6,21,15,9,5.9,6.7,0.8,1.5,171,2021-10-30 02:00,,0.3,6,17,0,121.537778,24.977222,4
