SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
大同,臺北市,38,,良好,0.9,0.52,26.1,17,25,9,22.3,36.2,13.8,-,-,2021-10-26 12:00,,0.8,12,32,1,121.513311,25.0632,16
桃園,桃園市,35,,良好,1,0.28,40.9,38,21,9,10.4,13.9,3.4,3.6,74,2021-10-26 12:00,,0.2,6,16,1,121.30872222,24.98677778,17
大園,桃園市,34,,良好,1.8,0.18,42.8,37,19,5,8.5,13.4,4.8,5.7,75,2021-10-26 12:00,,0.1,4,21,1,121.201811,25.060344,18
觀音,桃園市,35,,良好,1.7,0.16,45.2,38,34,7,6.4,8.3,1.9,5.7,57,2021-10-26 12:00,,0.1,8,23,2,121.082761,25.035503,19
平鎮,桃園市,36,,良好,1,,41.6,39,19,9,10.8,13.8,3,3.3,56,2021-10-26 12:00,,0.2,7,15,1,121.203986,24.952786,20
龍潭,桃園市,35,,良好,,0.23,38.6,38,16,0,8.2,11.2,3,4.4,54,2021-10-26 12:00,,0.2,2,12,,121.21635,24.863869,21
湖口,新竹縣,23,,良好,0.8,0.2,47.8,,20,6,6.6,8.7,2.1,4.4,52,2021-10-26 12:00,,0.1,7,17,1,121.038653,24.900142,22
竹東,新竹縣,27,,良好,,0.16,35.8,29,9,3,8.6,10.9,2.3,2.8,344,2021-10-26 12:00,,0.2,4,9,0,121.088903,24.740644,23
新竹,新竹市,33,,良好,1.5,0.26,43.1,36,13,8,10.1,12.1,2,3,43,2021-10-26 12:00,,0.2,4,12,1,120.972075,24.805619,24
頭份,苗栗縣,30,,良好,2.1,0.21,42.7,32,11,5,10.7,13.7,2.9,2,22,2021-10-26 12:00,,0.2,6,12,1,120.898572,24.696969,25
苗栗,苗栗縣,16,,良好,,,37.2,15,,6,,,,3.1,65,2021-10-26 12:00,,0.3,5,12,1,120.8202,24.565269,26
三義,苗栗縣,23,,良好,1.3,0.23,25.6,14,17,6,10.3,14.2,3.8,2,13,2021-10-26 12:00,,0.2,7,15,1,120.758833,24.382942,27
豐原,臺中市,37,,良好,1.2,0.25,44,21,22,10,8.8,10.9,2.1,1.3,1,2021-10-26 12:00,,0.3,11,24,0,120.741711,24.256586,28
沙鹿,臺中市,32,,良好,1.7,0.28,38.8,12,31,12,17.5,21.6,4.1,3.7,349,2021-10-26 12:00,,0.3,10,22,1,120.568794,24.225628,29
大里,臺中市,56,細懸浮微粒,普通,1.8,0.38,65.6,19,35,15,15.7,17.9,2.1,1.6,332,2021-10-26 12:00,,0.5,18,35,1,120.67844444,24.09961111,30
忠明,臺中市,45,,良好,1.9,0.3,53.2,16,29,14,19,21.5,2.5,1.2,12,2021-10-26 12:00,,0.4,14,27,1,120.641092,24.151958,31
西屯,臺中市,50,,良好,2.5,0.27,48.2,12,31,14,14.6,19.7,5,2.1,15,2021-10-26 12:00,,0.4,15,32,1,120.616917,24.162197,32
彰化,彰化縣,47,,良好,,,42.3,12,,,,,,1.5,286,2021-10-26 12:00,,0.4,14,27,1,120.541519,24.066,33
線西,彰化縣,38,,良好,9.6,0.59,27.8,10,44,13,23.6,34.1,10.4,2.6,2,2021-10-26 12:00,,0.3,11,35,4,120.469061,24.131672,34
二林,彰化縣,59,細懸浮微粒,普通,8.5,0.48,35.5,17,48,19,19,25.8,6.7,1.1,305,2021-10-26 12:00,,0.4,19,54,3,120.409653,23.925175,35
南投,南投縣,58,細懸浮微粒,普通,2.9,0.4,76.5,21,42,27,13.4,15.6,2.2,1.2,157,2021-10-26 12:00,,0.4,18,34,2,120.685306,23.913,36
斗六,雲林縣,73,細懸浮微粒,普通,3.3,0.42,80.5,26,63,36,11.5,13.1,1.5,0.9,20,2021-10-26 12:00,,0.3,24,50,1,120.544994,23.711853,37
崙背,雲林縣,75,細懸浮微粒,普通,,,51.5,25,,30,,,,1.4,343,2021-10-26 12:00,,0.3,25,53,3,120.348742,23.757547,38
新港,嘉義縣,71,細懸浮微粒,普通,3,0.32,71.1,25,60,33,6.7,7.9,1.1,2,299,2021-10-26 12:00,,0.3,24,45,2,120.345531,23.554839,39
朴子,嘉義縣,70,細懸浮微粒,普通,3.5,0.39,75.1,28,70,36,6.9,8,1.1,1.1,358,2021-10-26 12:00,,0.4,23,47,3,120.24781111,23.46712222,40
臺西,雲林縣,57,細懸浮微粒,普通,2.3,0.24,53.6,19,39,21,,,,3.7,18,2021-10-26 12:00,,0.3,18,40,2,120.19933333,23.702175,41
嘉義,嘉義市,71,細懸浮微粒,普通,4,0.5,78.6,38,63,34,11.1,13.2,2,2.5,313,2021-10-26 12:00,,0.4,24,52,5,120.44083333,23.462778,42
新營,臺南市,72,細懸浮微粒,普通,2.9,0.36,77,29,56,29,11.8,13.2,1.4,2,25,2021-10-26 12:00,,0.3,24,49,2,120.31725,23.305633,43
