SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
萬里,新北市,22,,良好,0.2,0.16,16.8,17,20,4,3.4,4,0.6,1.5,219,2021-10-19 01:00,,0.1,7,22,0,121.689881,25.179667,3
新店,新北市,26,,良好,0.5,0.22,17.1,22,20,12,9.7,10.4,0.6,0.9,197,2021-10-19 01:00,,0.2,8,20,0,121.537778,24.977222,4
土城,新北市,33,,良好,0.9,0.4,13.1,22,25,12,20.7,21.8,1.1,1.1,9,2021-10-19 01:00,,0.3,6,19,0,121.451861,24.982528,5
基隆,基隆市,30,,良好,1,0.36,3.5,8,26,7,14.9,17.4,2.5,0.3,290,2021-10-19 00:00,,0.3,9,23,0,121.760056,25.129167,1
汐止,新北市,40,,良好,4.2,0.38,0,6,26,8,24.9,39.1,14.2,0.6,38,2021-10-19 00:00,,0.3,8,24,2,121.6423,25.067131,2
高雄(湖內),高雄市,54,細懸浮微粒,普通,3.3,0.39,10.2,36,61,19,26.4,26.9,0.5,0.5,96,2021-10-19 00:00,,0.3,17,50,2,120.24535,22.87985556,202
臺南(麻豆),臺南市,95,細懸浮微粒,普通,4.3,0.57,7.3,34,71,38,20.4,21.4,0.9,0.9,329,2021-10-19 00:00,,0.3,33,69,2,120.24583056,23.17904722,203
屏東(琉球),屏東縣,38,,良好,1.5,0.25,46.2,41,32,10,2.8,3.4,0.6,0.3,117,2021-10-19 00:00,,0.2,11,27,1,120.37722,22.35222,204
新北(樹林),新北市,27,,良好,0.5,0.36,18.8,20,19,11,16.2,17.8,1.6,0,163,2021-10-19 00:00,,0.4,7,18,0,121.38352778,24.94902778,311
臺南(學甲),臺南市,46,,良好,1,0.24,22.8,34,35,10,8.4,9.6,1.2,1.6,21,2021-10-19 00:00,,0.2,12,46,1,120.18339722,23.23688056,312
屏東(枋寮),屏東縣,26,,良好,0.3,0.23,23.8,28,19,11,3.3,3.4,0,0.2,334,2021-10-19 00:00,,0.2,7,13,0,120.59036944,22.38474167,313
基隆,基隆市,28,,良好,0.3,0.29,5.8,6,21,7,11.5,12.8,1.2,0.5,280,2021-10-19 01:00,,0.3,9,22,0,121.760056,25.129167,1
汐止,新北市,38,,良好,3.5,0.35,0.1,4,28,10,23.5,39.2,15.7,0.7,37,2021-10-19 01:00,,0.3,8,24,2,121.6423,25.067131,2
萬里,新北市,23,,良好,0.4,0.16,18,18,11,4,3.9,4.6,0.7,3,219,2021-10-19 00:00,,0.1,7,23,0,121.689881,25.179667,3
新店,新北市,33,,良好,0.6,0.33,8.9,24,18,8,20.1,22,1.9,1.5,131,2021-10-19 00:00,,0.2,7,20,0,121.537778,24.977222,4
土城,新北市,28,,良好,1.2,0.41,11.9,23,21,4,17.1,18,0.9,0.6,194,2021-10-19 00:00,,0.3,5,18,0,121.451861,24.982528,5
板橋,新北市,25,,良好,0.8,0.37,21.6,17,21,6,15,16.2,1.2,1.1,93,2021-10-19 00:00,,0.4,7,22,0,121.458667,25.012972,6
新莊,新北市,32,,良好,1.3,0.33,18.1,21,28,9,19.8,20.6,0.7,1,82,2021-10-19 00:00,,0.4,9,26,1,121.4325,25.037972,7
菜寮,新北市,42,,良好,2.2,0.44,11.8,,20,9,25.1,26.1,1,1,87,2021-10-19 00:00,,0.4,9,21,1,121.481028,25.06895,8
林口,新北市,22,,良好,1.1,0.25,24.1,24,22,5,11.5,12.1,0.5,1.2,82,2021-10-19 00:00,,0.3,6,22,1,121.376869,25.077197,9
淡水,新北市,21,,良好,,0.37,15.1,8,17,4,9.7,10.5,0.7,0.5,90,2021-10-19 00:00,,0.3,5,21,0,121.449239,25.1645,10
士林,臺北市,26,,良好,1.1,0.22,28.8,28,26,7,9,9.6,0.5,0.6,167,2021-10-19 00:00,,0.2,6,24,0,121.515389,25.105417,11
中山,臺北市,43,,良好,2.6,0.5,10.2,11,25,9,26.9,30.7,3.8,1.2,137,2021-10-19 00:00,,0.6,10,24,1,121.526528,25.062361,12
萬華,臺北市,45,,良好,1.5,0.4,11.4,13,27,9,27.4,30.1,2.6,1.4,118,2021-10-19 00:00,,0.4,8,23,1,121.507972,25.046503,13
古亭,臺北市,26,,良好,0.8,0.28,20.5,25,21,9,13.4,14.4,0.9,0.4,126,2021-10-19 00:00,,0.2,8,18,0,121.529556,25.020608,14
松山,臺北市,27,,良好,1.9,0.28,14.6,13,26,6,15.9,18,2.1,0.5,29,2021-10-19 00:00,,0.3,8,25,1,121.578611,25.05,15
大同,臺北市,48,,良好,,1.01,6.6,5,41,16,29.1,54.3,25.1,-,-,2021-10-19 00:00,,1.2,15,42,,121.513311,25.0632,16
桃園,桃園市,30,,良好,2,0.41,18.2,23,23,7,18.2,19.1,0.9,2,25,2021-10-19 00:00,,0.4,7,21,2,121.30872222,24.98677778,17
大園,桃園市,27,,良好,2.5,0.18,30.9,25,28,7,10.1,10.9,0.8,3.8,30,2021-10-19 00:00,,0.2,6,27,1,121.201811,25.060344,18
觀音,桃園市,33,,良好,1.9,0.12,37.3,29,21,11,5.5,5.6,0.1,3.9,51,2021-10-19 00:00,,0.1,10,29,2,121.082761,25.035503,19
平鎮,桃園市,48,,良好,2.4,0.37,12.4,20,22,12,29.2,32.4,3.1,2.2,31,2021-10-19 00:00,,0.4,10,20,1,121.203986,24.952786,20
龍潭,桃園市,26,,良好,1.2,0.28,23.4,28,22,9,12.1,12.7,0.6,1.6,19,2021-10-19 00:00,,0.2,7,21,0,121.21635,24.863869,21
湖口,新竹縣,26,,良好,0.7,0.18,25.5,27,21,9,10,10.3,0.2,2.7,52,2021-10-19 00:00,,0.2,8,22,0,121.038653,24.900142,22
竹東,新竹縣,24,,良好,0.5,0.19,12.3,26,16,7,6.1,6.8,0.7,0.3,80,2021-10-19 00:00,,0.1,7,13,0,121.088903,24.740644,23
新竹,新竹市,28,,良好,1.2,0.29,21.7,24,29,5,17.7,18.1,0.4,1.4,62,2021-10-19 00:00,,0.3,7,23,1,120.972075,24.805619,24
頭份,苗栗縣,33,,良好,2.6,0.34,18.6,26,23,10,20.4,21.4,0.9,1.5,50,2021-10-19 00:00,,0.2,9,21,1,120.898572,24.696969,25
苗栗,苗栗縣,24,,良好,1.8,0.22,17.9,26,15,2,13,14.5,1.5,1.4,45,2021-10-19 00:00,,0.2,4,16,1,120.8202,24.565269,26
三義,苗栗縣,27,,良好,1.4,0.15,25.9,29,11,4,3.7,5.1,1.4,2.8,24,2021-10-19 00:00,,0.1,6,14,1,120.758833,24.382942,27
豐原,臺中市,35,,良好,1.2,0.23,9.7,23,17,11,9.9,10.9,1,1.2,105,2021-10-19 00:00,,0.2,11,21,1,120.741711,24.256586,28
沙鹿,臺中市,28,,良好,1.5,0.23,26.5,30,14,7,11.8,13.6,1.8,3.2,9,2021-10-19 00:00,,0.2,7,21,1,120.568794,24.225628,29
大里,臺中市,36,,良好,2.2,0.37,10.3,18,20,11,18.9,20.2,1.2,1,314,2021-10-19 00:00,,0.3,11,25,1,120.67844444,24.09961111,30
忠明,臺中市,33,,良好,2.4,0.3,15.7,22,17,11,16.7,17.5,0.8,1.4,53,2021-10-19 00:00,,0.3,10,23,1,120.641092,24.151958,31
西屯,臺中市,29,,良好,1.7,0.2,20.8,25,17,6,13.8,15.2,1.4,2.2,23,2021-10-19 00:00,,0.2,9,25,1,120.616917,24.162197,32
彰化,彰化縣,25,,良好,1.7,0.22,22.3,26,19,6,13.2,13.9,0.7,1.3,360,2021-10-19 00:00,,0.2,8,21,1,120.541519,24.066,33
線西,彰化縣,31,,良好,4.9,0.26,23.4,29,26,9,12.9,13.1,0.2,3.1,35,2021-10-19 00:00,,0.2,9,31,2,120.469061,24.131672,34
二林,彰化縣,35,,良好,0.8,0.23,24.7,25,21,3,10,10.5,0.4,2.4,25,2021-10-19 00:00,,0.3,9,35,1,120.409653,23.925175,35
南投,南投縣,46,,良好,1.6,0.31,8.5,20,23,11,16.9,19.1,2.2,1.3,46,2021-10-19 00:00,,0.3,14,28,1,120.685306,23.913,36
斗六,雲林縣,52,細懸浮微粒,普通,2.1,0.25,13.3,28,27,13,12.9,14.4,1.5,0.9,9,2021-10-19 00:00,,0.2,16,36,2,120.544994,23.711853,37
