SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
金門,金門縣,15,,良好,2.4,,13.3,16,11,2,4,4.4,0.4,1.1,154,2021-07-04 22:00,,,3,11,2,118.312256,24.432133,77
馬公,澎湖縣,22,,良好,2,0.1,23.2,24,10,0,0.9,2.5,1.6,2.2,33,2021-07-04 22:00,,0,1,11,1,119.566158,23.569031,78
關山,臺東縣,14,,良好,1.4,-,11.9,15,7,4,0.6,1.7,1,0.4,263,2021-07-04 22:00,,-,3,5,1,121.161933,23.045083,80
麥寮,雲林縣,20,,良好,1.6,0.09,12.3,18,,12,1.9,3.7,1.7,1.4,30,2021-07-04 22:00,,0,6,,1,120.251825,23.753506,83
富貴角,新北市,29,,良好,0.2,0.11,33.2,30,18,13,1.6,1.6,0,0.9,96,2021-07-04 22:00,,0,9,14,0,121.54738,25.29228,84
大城,彰化縣,25,,良好,0.8,0.05,21.6,27,,2,0.9,1.8,0.9,2.2,72,2021-07-04 22:00,,0,4,,1,120.26964167,23.85493056,85
彰化(員林),彰化縣,35,,良好,14.7,0.18,15.4,24,,12,9,8.6,0,0.4,74,2021-07-04 22:00,,0.1,7,,3,120.58178611,23.95058333,201
臺南(麻豆),臺南市,20,,良好,0,0.15,15.9,22,12,6,,,,1.3,358,2021-07-04 22:00,,0.1,6,10,0,120.24583056,23.17904722,203
屏東(琉球),屏東縣,30,,良好,0.5,0.12,27.7,26,11,6,1.9,2.6,0.7,0.4,201,2021-07-04 22:00,,0.1,9,15,0,120.37722,22.35222,204
新北(樹林),新北市,46,,良好,0.3,0.21,14.9,27,24,11,7.5,8.4,0.8,0,153,2021-07-04 22:00,,0.2,14,22,0,121.38352778,24.94902778,311
臺南(學甲),臺南市,24,,良好,0.2,0.13,17.8,21,23,12,3.8,4.8,1,1.8,12,2021-07-04 22:00,,0.1,8,17,0,120.18339722,23.23688056,312
屏東(枋寮),屏東縣,32,,良好,0.2,0.15,25.2,33,19,9,3.2,3.3,0,0.4,62,2021-07-04 22:00,,0.1,10,22,0,120.59116667,22.37094722,313
永和,新北市,53,細懸浮微粒,普通,2.8,0.49,47.9,47,29,18,11.5,14.9,3.3,1.8,28,2021-07-04 16:00,,0.5,16,26,2,121.516306,25.017,70
復興,高雄市,37,,良好,2.9,0.24,48.7,40,,11,4.6,5.8,1.2,1.1,271,2021-07-04 16:00,,0.3,11,,2,120.312017,22.608711,71
埔里,南投縣,44,,良好,2,0.21,60.1,45,21,14,4.3,6.2,1.8,3.9,305,2021-07-04 16:00,,0.1,14,18,1,120.967903,23.968842,72
馬祖,連江縣,42,,良好,2.7,0.06,34.4,32,15,11,2.5,4.4,1.8,5.5,176,2021-07-04 16:00,,0,13,17,2,119.949875,26.160469,75
金門,金門縣,19,,良好,2.4,0.07,18.7,19,11,5,0.8,2.3,1.4,5.6,178,2021-07-04 16:00,,0,6,11,2,118.312256,24.432133,77
馬公,澎湖縣,19,,良好,1.7,0.08,24.8,21,13,1,0.5,1.6,1,2.2,278,2021-07-04 16:00,,0,2,11,1,119.566158,23.569031,78
關山,臺東縣,18,,良好,1.7,-,19.8,19,4,0,0,0.8,1,1.4,198,2021-07-04 16:00,,-,2,4,1,121.161933,23.045083,80
麥寮,雲林縣,20,,良好,2.9,0.04,19.1,22,,6,2.5,7.8,5.2,3.2,321,2021-07-04 16:00,,0,6,,1,120.251825,23.753506,83
富貴角,新北市,33,,良好,0.1,0.08,36.9,32,13,10,0.7,0.8,0,1.2,247,2021-07-04 16:00,,0,10,15,0,121.54738,25.29228,84
大城,彰化縣,26,,良好,0.9,0.03,28.7,28,,1,0,0.5,0.8,6.2,336,2021-07-04 16:00,,0,5,,1,120.26964167,23.85493056,85
彰化(員林),彰化縣,37,,良好,1.8,0.09,30.8,40,,4,5.1,9.4,4.3,1.8,304,2021-07-04 16:00,,0.1,9,,2,120.58178611,23.95058333,201
臺南(麻豆),臺南市,24,,良好,0.2,0.08,27.6,26,6,9,1.9,2.9,0.9,3,360,2021-07-04 16:00,,0,7,11,0,120.24583056,23.17904722,203
屏東(琉球),屏東縣,20,,良好,0.4,0.07,14.7,18,13,6,0.2,1,0.8,1.3,163,2021-07-04 16:00,,0,6,16,0,120.37722,22.35222,204
新北(樹林),新北市,64,細懸浮微粒,普通,1,0.27,42.3,45,24,18,8.9,9.2,0.3,0.5,12,2021-07-04 16:00,,0.2,21,31,0,121.38352778,24.94902778,311
基隆,基隆市,26,,良好,1.9,0.1,11.9,25,4,4,1,2.5,1.4,1.1,99,2021-07-04 23:00,,0.1,8,12,2,121.760056,25.129167,1
汐止,新北市,37,,良好,2.5,0.16,6.7,25,,8,10.5,12.1,1.6,1.1,44,2021-07-04 23:00,,0.1,12,,2,121.6423,25.067131,2
萬里,新北市,39,,良好,4.2,0.14,11.4,27,,11,3.3,5.5,2.1,2.6,207,2021-07-04 23:00,,0.1,12,,4,121.689881,25.179667,3
新店,新北市,45,,良好,1.6,0.23,11.8,34,13,8,9.7,10.9,1.2,1.2,56,2021-07-04 23:00,,0.2,14,19,2,121.537778,24.977222,4
土城,新北市,44,,良好,1.4,0.27,15.9,31,,10,8.4,10,1.6,1.3,146,2021-07-04 23:00,,0.3,14,,2,121.451861,24.982528,5
板橋,新北市,43,,良好,2.4,0.23,13.6,25,15,6,9.4,10.3,0.8,2.4,102,2021-07-04 23:00,,0.2,13,20,2,121.458667,25.012972,6
新莊,新北市,41,,良好,1.6,0.18,17.4,26,14,11,6,7.3,1.3,3.2,49,2021-07-04 23:00,,0.2,13,15,2,121.4325,25.037972,7
