SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,36,,良好,2.5,0.11,37.7,39,24,10,6.7,7.5,0.9,0.9,261,2021-05-23 01:00,,0.1,10,24,2,121.760056,25.129167,1
汐止,新北市,34,,良好,1.3,0.2,40.6,36,30,9,4.2,6.3,2,0.9,7,2021-05-23 01:00,,0.2,10,26,2,121.6423,25.067131,2
萬里,新北市,44,,良好,3.7,0.14,36.8,48,22,6,1.6,2.3,0.8,1.4,225,2021-05-23 01:00,,0.1,8,23,4,121.689881,25.179667,3
新店,新北市,45,,良好,1.7,0.24,22.5,24,32,13,12.1,13.5,1.4,0.8,287,2021-05-23 01:00,,0.3,14,26,2,121.537778,24.977222,4
基隆,基隆市,35,,良好,1.2,0.11,41.1,38,24,8,6.5,7.1,0.7,0.6,304,2021-05-23 00:00,,0.1,10,23,2,121.760056,25.129167,1
汐止,新北市,38,,良好,1.2,0.21,40.7,35,23,6,5.5,7.8,2.3,1.5,15,2021-05-23 00:00,,0.2,12,26,2,121.6423,25.067131,2
萬里,新北市,45,,良好,3.2,0.13,49,49,20,5,1.6,2.1,0.5,1.1,235,2021-05-23 00:00,,0.1,8,23,4,121.689881,25.179667,3
新店,新北市,46,,良好,2.3,0.26,23.5,26,23,11,13.1,14.4,1.3,1.3,17,2021-05-23 00:00,,0.3,14,26,2,121.537778,24.977222,4
土城,新北市,47,,良好,1.5,0.22,35.2,29,22,15,7.4,8.8,1.4,1.6,325,2021-05-23 00:00,,0.3,15,28,2,121.451861,24.982528,5
板橋,新北市,37,,良好,2.6,0.22,28.8,26,22,10,8,8.7,0.7,1.6,18,2021-05-23 00:00,,0.3,11,26,3,121.458667,25.012972,6
新莊,新北市,41,,良好,1.8,0.15,40.8,34,23,11,3.7,6.1,2.4,3.1,7,2021-05-23 00:00,,0.2,12,22,3,121.4325,25.037972,7
菜寮,新北市,39,,良好,0.5,0.18,41.8,36,24,11,5.4,5.6,0.3,1.3,299,2021-05-23 00:00,,0.2,12,26,1,121.481028,25.06895,8
林口,新北市,41,,良好,3.3,0.13,36.1,37,26,11,6.2,8,1.8,1.2,12,2021-05-23 00:00,,0.1,13,26,3,121.376869,25.077197,9
淡水,新北市,37,,良好,2.2,0.14,42.9,40,22,9,3.5,3.3,0,0.8,30,2021-05-23 00:00,,0.2,11,24,2,121.449239,25.1645,10
士林,臺北市,45,,良好,2.6,0.19,35.6,33,26,11,5.9,7.5,1.6,1.4,249,2021-05-23 00:00,,0.2,14,27,3,121.515389,25.105417,11
中山,臺北市,49,,良好,0.5,0.24,32.2,29,31,15,9,12,3,1.2,98,2021-05-23 00:00,,0.3,15,27,1,121.526528,25.062361,12
萬華,臺北市,39,,良好,1.8,0.24,35.8,31,26,8,6.5,9.2,2.7,1.1,68,2021-05-23 00:00,,0.3,12,26,2,121.507972,25.046503,13
古亭,臺北市,39,,良好,2.2,0.24,30.3,27,25,11,10.3,11.3,1,0.6,132,2021-05-23 00:00,,0.3,12,28,1,121.529556,25.020608,14
松山,臺北市,48,,良好,2.3,0.23,37.4,31,28,13,6.8,7.2,0.3,1.5,41,2021-05-23 00:00,,0.3,15,28,2,121.578611,25.05,15
大同,臺北市,44,,良好,2.3,0.28,-,-,24,15,6.4,7.6,1.2,-,-,2021-05-23 00:00,,0.6,14,25,2,121.513311,25.0632,16
桃園,桃園市,41,,良好,3.6,0.21,36.5,35,30,11,8.4,8.3,0,1.6,22,2021-05-23 00:00,,0.2,13,28,3,121.30872222,24.98677778,17
大園,桃園市,40,,良好,1.5,0.15,45.4,43,18,8,6.2,7.9,1.7,2.6,31,2021-05-23 00:00,,0.2,10,23,2,121.201811,25.060344,18
觀音,桃園市,41,,良好,1.7,0.14,45.5,44,24,6,2.8,3.4,0.7,1.7,26,2021-05-23 00:00,,0.2,8,25,2,121.082761,25.035503,19
平鎮,桃園市,44,,良好,1.7,0.17,40.7,34,24,12,4.6,7.3,2.7,1.1,13,2021-05-23 00:00,,0.2,13,31,2,121.203986,24.952786,20
龍潭,桃園市,52,細懸浮微粒,普通,1.4,0.18,34.2,31,26,16,8.5,9,0.3,1.8,28,2021-05-23 00:00,,0.2,16,28,2,121.21635,24.863869,21
湖口,新竹縣,38,,良好,2.9,0.11,43.4,41,23,6,5.3,5.6,0.3,1.6,21,2021-05-23 00:00,,0.1,11,28,2,121.038653,24.900142,22
竹東,新竹縣,48,,良好,0.5,0.22,21.7,28,28,19,7.7,9,1.4,2,325,2021-05-23 00:00,,0.2,15,24,1,121.088903,24.740644,23
新竹,新竹市,38,,良好,1.9,0.18,44.4,40,27,11,4.5,5.5,1,1.2,72,2021-05-23 00:00,,0.2,12,30,2,120.972075,24.805619,24
頭份,苗栗縣,40,,良好,1.5,0.13,33.8,30,26,11,0.8,1.6,0.8,1.7,353,2021-05-23 00:00,,0.2,12,28,2,120.898572,24.696969,25
苗栗,苗栗縣,48,,良好,3.2,0.19,22.7,21,29,11,6.5,8.9,2.4,1.8,351,2021-05-23 00:00,,0.2,15,29,3,120.8202,24.565269,26
三義,苗栗縣,54,細懸浮微粒,普通,2.1,0.23,6.8,14,21,18,11,11.9,0.9,0.5,15,2021-05-23 00:00,,0.2,17,23,3,120.758833,24.382942,27
豐原,臺中市,64,細懸浮微粒,普通,2.2,0.27,7.5,18,29,21,11.3,11.5,0.3,1,116,2021-05-23 00:00,,0.3,21,32,3,120.741711,24.256586,28
沙鹿,臺中市,38,,良好,1.5,0.14,31.2,24,25,10,,,,2.1,6,2021-05-23 00:00,,0.2,12,38,2,120.568794,24.225628,29
大里,臺中市,39,,良好,1.8,0.28,5.9,14,27,13,11.2,11.6,0.3,1.2,136,2021-05-23 00:00,,0.2,12,27,2,120.67844444,24.09961111,30
忠明,臺中市,41,,良好,3.2,0.21,13.2,18,21,15,11.1,12.7,1.7,2.1,326,2021-05-23 00:00,,0.2,13,21,2,120.641092,24.151958,31
西屯,臺中市,49,,良好,5.8,0.18,19,23,26,16,10.5,10.9,0.3,1.3,345,2021-05-23 00:00,,0.2,15,26,5,120.616917,24.162197,32
彰化,彰化縣,49,,良好,5.8,0.19,16.6,23,28,17,11,12.6,1.6,1.7,352,2021-05-23 00:00,,0.2,15,22,4,120.541519,24.066,33
線西,彰化縣,46,,良好,2,0.13,28.2,26,34,11,3.2,3.4,0.3,1.8,19,2021-05-23 00:00,,0.1,14,27,2,120.469061,24.131672,34
二林,彰化縣,59,細懸浮微粒,普通,0.5,0.12,10.8,14,33,16,15.4,17.2,1.8,0.6,306,2021-05-23 00:00,,0.1,19,40,1,120.409653,23.925175,35
南投,南投縣,54,細懸浮微粒,普通,4.2,0.22,12.3,22,25,19,7,8.7,1.7,1.3,154,2021-05-23 00:00,,0.2,17,25,3,120.685306,23.913,36
斗六,雲林縣,49,,良好,3.4,0.17,16.3,22,44,22,7.4,9.3,1.9,0.9,8,2021-05-23 00:00,,0.2,15,30,4,120.544994,23.711853,37
崙背,雲林縣,30,,良好,0.5,0.2,10.3,18,59,,8.7,11.6,2.9,0.6,268,2021-05-23 00:00,,0.2,,32,1,120.348742,23.757547,38
新港,嘉義縣,44,,良好,2,0.17,14.7,20,17,16,6.3,8,1.7,1.3,354,2021-05-23 00:00,,0.2,13,22,2,120.345531,23.554839,39
朴子,嘉義縣,43,,良好,1.2,0.14,15.8,19,27,17,4.9,5.1,0.3,0.5,32,2021-05-23 00:00,,0.2,13,28,1,120.24781111,23.46712222,40
臺西,雲林縣,38,,良好,2.6,0.11,22.6,25,17,16,4.9,5.3,0.3,0.7,356,2021-05-23 00:00,,0.1,12,20,2,120.19933333,23.702175,41
嘉義,嘉義市,44,,良好,1.2,0.16,16.2,19,29,17,7.8,8.2,0.3,1.3,9,2021-05-23 00:00,,0.2,13,24,1,120.44083333,23.462778,42
新營,臺南市,44,,良好,1.2,0.17,20.3,24,21,18,6.2,7.3,1.1,0.9,52,2021-05-23 00:00,,0.2,13,22,1,120.31725,23.305633,43
善化,臺南市,48,,良好,0.5,0.21,16.3,21,25,18,11.4,12.1,0.7,1,330,2021-05-23 00:00,,0.2,15,22,1,120.297142,23.115097,44
安南,臺南市,44,,良好,1.9,0.13,30.8,30,26,14,4.3,4.9,0.6,1.5,315,2021-05-23 00:00,,0.1,14,23,2,120.2175,23.048197,45
