SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
復興,高雄市,77,細懸浮微粒,普通,2.5,0.29,47.4,46,38,22,12,14.8,2.8,1.2,223,2021-03-20 16:00,,0.5,26,42,3,120.312017,22.608711,71
埔里,南投縣,109,細懸浮微粒,對敏感族群不健康,2.6,0.42,83.1,67,71,49,9.7,12.3,2.6,3.9,285,2021-03-20 16:00,,0.4,38,55,1,120.967903,23.968842,72
花蓮,花蓮縣,44,,良好,0.5,0.16,12.5,18,18,18,1.3,3.2,1.9,0.5,267,2021-03-20 04:00,,0.2,14,20,1,121.599769,23.971306,63
陽明,臺北市,64,細懸浮微粒,普通,1.3,0.36,33.3,44,22,16,3.4,4.2,0.8,,,2021-03-20 04:00,,0.3,21,26,2,121.529583,25.182722,64
宜蘭,宜蘭縣,68,細懸浮微粒,普通,,0.19,22.4,36,41,21,4,4.6,0.6,0.5,252,2021-03-20 04:00,,0.2,22,43,2,121.746394,24.747917,65
冬山,宜蘭縣,70,細懸浮微粒,普通,2.1,0.35,6.3,25,23,14,3.5,4.8,1.3,0.5,249,2021-03-20 04:00,,0.3,23,39,2,121.792928,24.632203,66
三重,新北市,90,細懸浮微粒,普通,3.3,0.99,-,-,35,28,32.6,78.6,46,-,-,2021-03-20 04:00,,1.5,31,41,4,121.493806,25.072611,67
中壢,桃園市,86,細懸浮微粒,普通,1.6,0.72,0.5,2,36,25,22.8,38.4,15.6,0.4,8,2021-03-20 04:00,,1.6,30,43,3,121.221667,24.953278,68
竹山,南投縣,90,細懸浮微粒,普通,1.8,0.36,3.2,9,32,33,15.3,18.6,3.3,1.1,142,2021-03-20 04:00,,0.4,31,43,3,120.677306,23.756389,69
永和,新北市,78,細懸浮微粒,普通,0.5,0.43,9.8,7,30,24,9.9,14.5,4.6,1,157,2021-03-20 04:00,,0.9,26,36,1,121.516306,25.017,70
復興,高雄市,61,細懸浮微粒,普通,2.7,0.36,18.5,15,32,20,12.6,14.8,2.2,0.7,202,2021-03-20 04:00,,0.6,20,31,3,120.312017,22.608711,71
基隆,基隆市,60,細懸浮微粒,普通,0.5,0.29,28,36,17,17,12.4,13.1,0.8,0.5,311,2021-03-20 23:00,,0.3,19,22,1,121.760056,25.129167,1
汐止,新北市,68,細懸浮微粒,普通,1,0.37,28.3,37,26,19,17.9,19.2,1.4,1.7,55,2021-03-20 23:00,,0.3,22,31,2,121.6423,25.067131,2
萬里,新北市,60,細懸浮微粒,普通,1.8,0.3,33.9,43,17,11,5.3,5.4,0.3,3.3,329,2021-03-20 23:00,,0.3,19,25,3,121.689881,25.179667,3
新店,新北市,78,細懸浮微粒,普通,2.9,0.36,28.3,34,15,15,11.9,13.2,1.2,1.3,0,2021-03-20 23:00,,0.4,26,31,3,121.537778,24.977222,4
土城,新北市,77,細懸浮微粒,普通,3.8,0.36,39,35,20,18,12,14.8,2.8,1.3,164,2021-03-20 23:00,,0.5,26,36,4,121.451861,24.982528,5
板橋,新北市,73,細懸浮微粒,普通,2.1,0.48,27.8,25,23,18,17.7,19.9,2.2,1.1,83,2021-03-20 23:00,,0.5,24,32,4,121.458667,25.012972,6
新莊,新北市,71,細懸浮微粒,普通,2.5,0.46,28.6,32,27,23,18.3,22.2,3.9,1.5,50,2021-03-20 23:00,,0.4,24,29,4,121.4325,25.037972,7
菜寮,新北市,65,細懸浮微粒,普通,0.5,0.58,27.1,34,26,22,13,15.2,2.2,1.4,51,2021-03-20 23:00,,0.5,21,25,2,121.481028,25.06895,8
林口,新北市,78,細懸浮微粒,普通,,0.27,22.8,32,37,26,9.5,10.6,1.1,1.2,13,2021-03-20 23:00,,0.2,26,38,,121.376869,25.077197,9
淡水,新北市,62,細懸浮微粒,普通,1.4,0.29,23.4,31,25,25,8.5,10.3,1.8,,,2021-03-20 23:00,,0.3,20,22,2,121.449239,25.1645,10
士林,臺北市,64,細懸浮微粒,普通,1.8,0.33,30.9,37,21,20,13.6,14.1,0.3,0.7,262,2021-03-20 23:00,,0.3,21,26,2,121.515389,25.105417,11
中山,臺北市,65,細懸浮微粒,普通,,0.54,25.2,27,26,19,20.8,23.6,2.8,2.3,127,2021-03-20 23:00,,0.6,21,26,2,121.526528,25.062361,12
萬華,臺北市,65,細懸浮微粒,普通,,0.47,29.5,30,22,15,18.8,21,2.2,1.4,83,2021-03-20 23:00,,0.5,21,27,2,121.507972,25.046503,13
古亭,臺北市,70,細懸浮微粒,普通,0.5,0.35,38.8,37,18,12,10.9,11.1,0.3,1.5,94,2021-03-20 23:00,,0.4,23,29,2,121.529556,25.020608,14
松山,臺北市,73,細懸浮微粒,普通,0,0.37,35.2,36,22,15,12.9,12.9,0.3,2,56,2021-03-20 23:00,,0.4,24,30,3,121.578611,25.05,15
大同,臺北市,79,細懸浮微粒,普通,2.2,0.83,-,-,43,27,23.8,42.1,18.3,-,-,2021-03-20 23:00,,0.9,27,38,3,121.513311,25.0632,16
桃園,桃園市,77,細懸浮微粒,普通,10.8,0.47,23.4,27,45,32,19.1,21,1.9,1.2,27,2021-03-20 23:00,,0.4,26,36,6,121.30872222,24.98677778,17
大園,桃園市,64,細懸浮微粒,普通,,0.36,31.7,40,26,14,12.5,16.6,4.1,7.1,34,2021-03-20 23:00,,0.3,21,26,1,121.201811,25.060344,18
觀音,桃園市,61,細懸浮微粒,普通,5,0.36,22.8,35,32,15,14.5,15.2,0.7,5.6,58,2021-03-20 23:00,,0.3,20,30,3,121.082761,25.035503,19
平鎮,桃園市,84,細懸浮微粒,普通,2.1,0.38,20.5,31,37,32,18.7,21.7,3.1,1.9,15,2021-03-20 23:00,,0.4,29,35,2,121.203986,24.952786,20
龍潭,桃園市,90,細懸浮微粒,普通,3.2,0.36,24.9,30,44,35,17.1,19.4,2.3,2.5,50,2021-03-20 23:00,,0.4,31,42,2,121.21635,24.863869,21
湖口,新竹縣,83,細懸浮微粒,普通,3.9,0.28,29.8,38,44,35,15.1,16.1,1,4.5,46,2021-03-20 23:00,,0.3,28,35,3,121.038653,24.900142,22
竹東,新竹縣,87,細懸浮微粒,普通,4.4,0.49,14.8,27,50,41,21,22.1,1,2.4,44,2021-03-20 23:00,,0.4,30,39,6,121.088903,24.740644,23
新竹,新竹市,73,細懸浮微粒,普通,1.5,0.34,28.6,34,42,29,15.3,16.5,1.2,2.2,58,2021-03-20 23:00,,0.4,24,32,2,120.972075,24.805619,24
頭份,苗栗縣,72,細懸浮微粒,普通,2.2,0.37,18.6,24,41,29,14.4,15.2,0.7,1.6,62,2021-03-20 23:00,,0.4,24,34,2,120.898572,24.696969,25
苗栗,苗栗縣,71,細懸浮微粒,普通,3.3,0.47,9.9,20,45,35,20.8,23.7,2.9,1.5,23,2021-03-20 23:00,,0.4,24,32,3,120.8202,24.565269,26
