SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,51,細懸浮微粒,普通,0.6,0.46,0.7,15,25,12,21.8,26.9,5.1,0.2,5,2021-11-18 00:00,,0.4,16,25,0,121.760056,25.129167,1
汐止,新北市,42,,良好,2.8,0.29,16.7,19,23,,17.3,18.4,1.1,0.4,37,2021-11-18 00:00,,0.3,13,23,1,121.6423,25.067131,2
萬里,新北市,38,,良好,0.8,0.18,15.1,22,25,11,4.8,5.8,0.9,2,228,2021-11-18 00:00,,0.2,12,21,1,121.689881,25.179667,3
新店,新北市,41,,良好,1.3,0.38,7.4,15,22,12,17.8,19.7,1.8,1.4,171,2021-11-18 00:00,,0.4,13,25,1,121.537778,24.977222,4
土城,新北市,45,,良好,0.9,0.48,0.4,9,19,16,19.2,28.2,8.9,1.1,147,2021-11-18 00:00,,0.5,14,25,0,121.451861,24.982528,5
楠梓,高雄市,,,,,,,,,,,,,,,2021-11-18 00:00,,,,,,120.328289,22.733667,53
馬祖,連江縣,39,,良好,1.2,0.2,42.4,42,6,6,2.8,4.2,1.3,3.6,288,2021-11-18 00:00,,0.2,8,10,1,119.949875,26.160469,75
基隆,基隆市,51,細懸浮微粒,普通,0.8,0.5,0,11,20,17,20.9,26.6,5.7,0.2,272,2021-11-18 01:00,,0.4,16,23,0,121.760056,25.129167,1
汐止,新北市,44,,良好,2.4,0.32,11.2,17,23,13,18.2,19.9,1.6,0.3,158,2021-11-18 01:00,,0.3,14,23,1,121.6423,25.067131,2
萬里,新北市,37,,良好,0.5,0.17,14.9,19,17,12,4,4.9,0.8,2.5,217,2021-11-18 01:00,,0.2,12,21,1,121.689881,25.179667,3
新店,新北市,44,,良好,0.8,0.31,6.9,12,18,20,13.9,15.5,1.6,0.6,202,2021-11-18 01:00,,0.4,14,24,1,121.537778,24.977222,4
土城,新北市,45,,良好,0.7,0.46,0.7,6,22,15,17.9,23.7,5.8,0.8,190,2021-11-18 01:00,,0.5,14,24,0,121.451861,24.982528,5
板橋,新北市,56,細懸浮微粒,普通,0.7,0.53,1.1,11,28,23,24.4,28.2,3.8,0.8,318,2021-11-18 01:00,,0.5,18,24,0,121.458667,25.012972,6
新莊,新北市,57,細懸浮微粒,普通,0.6,0.61,2.1,14,26,24,28.9,33.2,4.3,0.6,326,2021-11-18 01:00,,0.6,18,24,0,121.4325,25.037972,7
菜寮,新北市,55,細懸浮微粒,普通,3.4,0.5,12.5,12,33,19,25.5,27.5,1.9,0.5,252,2021-11-18 01:00,,0.6,17,28,1,121.481028,25.06895,8
林口,新北市,53,細懸浮微粒,普通,1.5,0.31,20.4,17,22,14,18.1,19.2,1.1,0.4,149,2021-11-18 01:00,,0.4,16,24,1,121.376869,25.077197,9
淡水,新北市,47,,良好,0,0.51,3,15,21,18,19.3,21.1,1.7,0.6,130,2021-11-18 01:00,,0.4,14,22,1,121.449239,25.1645,10
士林,臺北市,48,,良好,1.8,0.37,9.7,18,29,16,19.5,20.6,1.1,1,281,2021-11-18 01:00,,0.3,15,27,1,121.515389,25.105417,11
中山,臺北市,48,,良好,3.6,0.35,19.9,12,21,13,18.6,19.9,1.3,1,358,2021-11-18 01:00,,0.5,15,25,1,121.526528,25.062361,12
萬華,臺北市,49,,良好,4.9,0.3,24.2,15,18,16,16.4,17.6,1.1,0.3,93,2021-11-18 01:00,,0.4,15,24,1,121.507972,25.046503,13
板橋,新北市,53,細懸浮微粒,普通,0.7,0.5,6.7,14,19,12,22,23.7,1.6,0.3,174,2021-11-18 00:00,,0.5,16,25,0,121.458667,25.012972,6
新莊,新北市,53,細懸浮微粒,普通,0.9,0.71,2.7,17,24,17,30.6,33.6,2.9,1.8,186,2021-11-18 00:00,,0.5,16,25,0,121.4325,25.037972,7
菜寮,新北市,54,細懸浮微粒,普通,2.7,0.69,3.5,14,29,21,33.1,36,2.9,1.1,196,2021-11-18 00:00,,0.5,17,27,1,121.481028,25.06895,8
林口,新北市,53,細懸浮微粒,普通,1.8,0.42,8.5,18,27,19,28.4,37,8.6,1,268,2021-11-18 00:00,,0.4,16,23,1,121.376869,25.077197,9
淡水,新北市,44,,良好,0.9,0.45,8.1,20,21,13,14.4,15.8,1.4,0.2,20,2021-11-18 00:00,,0.3,14,21,1,121.449239,25.1645,10
士林,臺北市,46,,良好,1.9,0.54,4,22,28,16,27.6,29.3,1.7,1,100,2021-11-18 00:00,,0.3,14,26,1,121.515389,25.105417,11
中山,臺北市,49,,良好,2.9,0.48,11.6,12,23,14,27.2,29.4,2.2,1.3,130,2021-11-18 00:00,,0.6,15,26,1,121.526528,25.062361,12
萬華,臺北市,49,,良好,3.2,0.44,13.5,15,27,11,25.7,28.8,3,0.8,105,2021-11-18 00:00,,0.4,15,25,1,121.507972,25.046503,13
古亭,臺北市,48,,良好,2,0.34,18.1,18,25,10,19.3,20.5,1.1,1,127,2021-11-18 00:00,,0.4,15,24,1,121.529556,25.020608,14
松山,臺北市,47,,良好,2.1,0.39,17,14,30,11,18,19.6,1.6,0.3,34,2021-11-18 00:00,,0.3,15,28,0,121.578611,25.05,15
大同,臺北市,53,細懸浮微粒,普通,3,1.74,2.4,4,30,22,34.6,74.8,40.1,-,-,2021-11-18 00:00,,1.8,16,32,1,121.513311,25.0632,16
桃園,桃園市,57,細懸浮微粒,普通,4,0.71,10.8,19,25,16,30.4,31.9,1.4,0.3,235,2021-11-18 00:00,,0.6,18,27,4,121.30872222,24.98677778,17
大園,桃園市,40,,良好,2.2,0.18,33,30,18,12,11,12.1,1.1,1.4,55,2021-11-18 00:00,,0.2,12,26,1,121.201811,25.060344,18
觀音,桃園市,43,,良好,1.3,0.13,41.5,42,28,10,2.8,3.4,0.5,1.7,64,2021-11-18 00:00,,0.1,13,26,2,121.082761,25.035503,19
平鎮,桃園市,67,細懸浮微粒,普通,1.8,0.59,0,3,33,20,36.6,56,19.4,0.2,237,2021-11-18 00:00,,0.6,22,31,1,121.203986,24.952786,20
龍潭,桃園市,65,細懸浮微粒,普通,2.3,0.67,0.7,8,38,24,30.8,38.7,7.9,0.5,237,2021-11-18 00:00,,0.5,21,33,1,121.21635,24.863869,21
湖口,新竹縣,59,細懸浮微粒,普通,1.8,0.32,11.9,28,39,24,15.7,18.2,2.4,1.1,123,2021-11-18 00:00,,0.2,19,33,1,121.038653,24.900142,22
竹東,新竹縣,81,細懸浮微粒,普通,1,0.37,16.2,38,44,27,10.5,11.6,1,0.6,94,2021-11-18 00:00,,0.4,28,40,1,121.088903,24.740644,23
新竹,新竹市,65,細懸浮微粒,普通,2.8,0.41,8.5,25,38,24,28.5,29,0.5,0.5,77,2021-11-18 00:00,,0.3,21,39,2,120.972075,24.805619,24
頭份,苗栗縣,55,細懸浮微粒,普通,3.8,0.31,19.8,31,38,17,14.6,15.5,0.8,0.4,10,2021-11-18 00:00,,0.3,17,35,3,120.898572,24.696969,25
苗栗,苗栗縣,46,,良好,2.7,0.19,35.5,42,37,12,8.6,9.7,1.1,0.9,5,2021-11-18 00:00,,0.2,14,33,1,120.8202,24.565269,26
三義,苗栗縣,53,細懸浮微粒,普通,1.5,0.17,40.3,44,26,13,4.3,5.4,1,2.3,18,2021-11-18 00:00,,0.2,16,34,2,120.758833,24.382942,27
豐原,臺中市,64,細懸浮微粒,普通,1.6,0.27,19.7,33,34,21,11.6,12.8,1.2,0.8,92,2021-11-18 00:00,,0.3,21,41,1,120.741711,24.256586,28
沙鹿,臺中市,46,,良好,1.3,0.19,37.6,40,35,9,7.2,8,0.7,2.3,7,2021-11-18 00:00,,0.2,14,37,2,120.568794,24.225628,29
大里,臺中市,66,細懸浮微粒,普通,1.8,0.25,36.3,36,38,13,8.6,9.6,0.9,2,14,2021-11-18 00:00,,0.4,22,45,2,120.67844444,24.09961111,30
忠明,臺中市,60,細懸浮微粒,普通,2.1,0.23,36.7,39,27,13,12.1,12.8,0.7,1.3,10,2021-11-18 00:00,,0.3,19,37,2,120.641092,24.151958,31
西屯,臺中市,60,細懸浮微粒,普通,1,0.18,34.7,38,34,15,12.2,12.2,0,2.7,19,2021-11-18 00:00,,0.2,19,42,1,120.616917,24.162197,32
彰化,彰化縣,51,細懸浮微粒,普通,1.3,0.23,34.6,36,37,9,10.1,11.2,1.1,2.2,12,2021-11-18 00:00,,0.3,16,42,2,120.541519,24.066,33
線西,彰化縣,43,,良好,1,0.15,46,44,30,13,5.3,5.5,0.1,3.3,21,2021-11-18 00:00,,0.1,13,35,2,120.469061,24.131672,34
二林,彰化縣,53,細懸浮微粒,普通,1.2,0.17,39.7,43,34,13,4.9,5.7,0.7,2.8,9,2021-11-18 00:00,,0.1,16,42,1,120.409653,23.925175,35
南投,南投縣,69,細懸浮微粒,普通,2.3,0.31,23.2,37,41,19,14.8,16.3,1.5,0.9,5,2021-11-18 00:00,,0.3,23,47,2,120.685306,23.913,36
斗六,雲林縣,67,細懸浮微粒,普通,1.7,0.22,28.6,37,42,18,8.3,9.6,1.3,1.3,0,2021-11-18 00:00,,0.2,22,49,2,120.544994,23.711853,37
崙背,雲林縣,61,細懸浮微粒,普通,1.3,0.18,31.3,40,43,18,3.5,4.5,1,0.9,359,2021-11-18 00:00,,0.2,20,49,2,120.348742,23.757547,38
新港,嘉義縣,64,細懸浮微粒,普通,0.8,0.21,29.3,39,50,15,4.9,5.7,0.8,1.3,4,2021-11-18 00:00,,0.2,21,51,1,120.345531,23.554839,39
朴子,嘉義縣,55,細懸浮微粒,普通,1.3,0.2,32,42,37,17,6.8,7.4,0.6,0.7,359,2021-11-18 00:00,,0.2,17,44,2,120.24781111,23.46712222,40
臺西,雲林縣,48,,良好,1.9,0.16,45.7,50,37,13,3.8,4.9,1,4.7,20,2021-11-18 00:00,,0.1,15,40,2,120.19933333,23.702175,41
嘉義,嘉義市,70,細懸浮微粒,普通,9.6,0.26,22.3,34,54,26,11.4,13.1,1.7,1.7,5,2021-11-18 00:00,,0.3,23,50,3,120.44083333,23.462778,42
新營,臺南市,60,細懸浮微粒,普通,0.8,0.22,29.7,42,54,17,9.2,10.5,1.3,1.7,13,2021-11-18 00:00,,0.2,19,48,1,120.31725,23.305633,43
善化,臺南市,60,細懸浮微粒,普通,1.3,0.19,26.6,40,44,16,9.6,10.4,0.7,1.9,2,2021-11-18 00:00,,0.2,19,41,1,120.297142,23.115097,44
安南,臺南市,53,細懸浮微粒,普通,0.7,0.22,34,45,51,17,7.5,7.9,0.4,1.4,2,2021-11-18 00:00,,0.2,16,47,1,120.2175,23.048197,45
臺南,臺南市,61,細懸浮微粒,普通,0.8,0.21,37.4,46,53,20,6.8,6.6,0,2.2,4,2021-11-18 00:00,,0.2,20,52,1,120.202617,22.984581,46
美濃,高雄市,57,細懸浮微粒,普通,1.3,0.23,34.2,52,33,15,5.7,6.1,0.4,0.4,62,2021-11-18 00:00,,0.2,18,35,1,120.530542,22.883583,47
橋頭,高雄市,72,細懸浮微粒,普通,1.5,0.22,27.7,41,69,28,14.8,15.1,0.2,2.6,0,2021-11-18 00:00,,0.2,24,55,1,120.305689,22.757506,48
仁武,高雄市,70,細懸浮微粒,普通,1.7,0.32,23.5,37,50,27,17.8,18.2,0.3,1.4,333,2021-11-18 00:00,,0.3,23,48,1,120.332631,22.689056,49
鳳山,高雄市,74,細懸浮微粒,普通,3,0.44,19.3,29,59,30,23.7,25.1,1.4,1,279,2021-11-18 00:00,,0.6,25,49,2,120.358083,22.627392,50
大寮,高雄市,59,細懸浮微粒,普通,1.5,0.29,24.1,38,53,21,14.2,14.9,0.6,1.3,323,2021-11-18 00:00,,0.2,19,46,3,120.425311,22.56413611,51
林園,高雄市,71,細懸浮微粒,普通,2.7,0.29,33.2,41,60,24,12.3,13.2,0.8,0.7,54,2021-11-18 00:00,,0.3,24,53,3,120.41175,22.4795,52
左營,高雄市,72,細懸浮微粒,普通,1.3,0.35,27.6,42,57,27,14,15.6,1.5,2,8,2021-11-18 00:00,,0.3,24,53,1,120.292917,22.674861,54
前金,高雄市,67,細懸浮微粒,普通,1.7,0.36,25,40,59,22,18.5,18.8,0.2,1.2,341,2021-11-18 00:00,,0.3,22,50,1,120.288086,22.632567,56
前鎮,高雄市,64,細懸浮微粒,普通,2.6,0.47,25.9,39,54,23,17.8,19.2,1.3,1.4,354,2021-11-18 00:00,,0.4,21,52,2,120.307564,22.605386,57
小港,高雄市,64,細懸浮微粒,普通,2.5,0.41,23.2,37,56,23,21.5,21.8,0.3,1,300,2021-11-18 00:00,,0.3,21,50,2,120.337736,22.565833,58
屏東,屏東縣,60,細懸浮微粒,普通,1.2,0.29,33.9,46,39,17,9.2,9.5,0.3,0.9,306,2021-11-18 00:00,,0.2,19,44,2,120.488033,22.673081,59
潮州,屏東縣,61,細懸浮微粒,普通,1.6,0.25,23.6,46,38,19,7.7,8.4,0.7,0.3,150,2021-11-18 00:00,,0.2,20,43,2,120.561175,22.523108,60
恆春,屏東縣,32,,良好,0.7,0.15,35.4,35,12,10,0.7,1.8,1.1,4.8,37,2021-11-18 00:00,,0.1,9,16,0,120.788928,21.958069,61
臺東,臺東縣,35,,良好,1.1,0.19,24.9,28,25,12,4.1,4.6,0.5,0.9,319,2021-11-18 00:00,,0.2,11,26,1,121.15045,22.755358,62
花蓮,花蓮縣,45,,良好,1.1,0.21,22.7,28,23,12,4.7,6.1,1.3,0.6,225,2021-11-18 00:00,,0.3,14,30,1,121.599769,23.971306,63
陽明,臺北市,38,,良好,0.9,0.24,57,41,26,22,2.3,3.5,1.2,1.1,40,2021-11-18 00:00,,0.1,12,15,1,121.529583,25.182722,64
宜蘭,宜蘭縣,48,,良好,0.5,0.19,16.5,13,20,10,5.6,7,1.3,1.3,305,2021-11-18 00:00,,0.4,15,25,0,121.746394,24.747917,65
冬山,宜蘭縣,45,,良好,1.3,0.29,9.1,13,42,24,6.9,7.9,0.9,0.2,245,2021-11-18 00:00,,0.3,14,33,0,121.792928,24.632203,66
三重,新北市,56,細懸浮微粒,普通,2.3,1.01,1.6,4,32,17,36,66.8,30.7,-,-,2021-11-18 00:00,,1.3,17,30,1,121.493806,25.072611,67
中壢,桃園市,62,細懸浮微粒,普通,2.5,0.86,3,2,39,22,34.8,47.4,12.5,0.2,257,2021-11-18 00:00,,1.5,20,37,1,121.221667,24.953278,68
竹山,南投縣,68,細懸浮微粒,普通,2.2,0.32,18.6,40,44,24,14.8,15.8,1,0.8,300,2021-11-18 00:00,,0.2,22,42,1,120.677306,23.756389,69
永和,新北市,44,,良好,1.2,0.48,14.2,15,23,15,19.9,22.6,2.7,0.7,103,2021-11-18 00:00,,0.6,14,27,0,121.516306,25.017,70
復興,高雄市,62,細懸浮微粒,普通,2.6,0.49,24.9,39,55,22,18.7,20.5,1.8,0.9,293,2021-11-18 00:00,,0.5,20,50,2,120.312017,22.608711,71
埔里,南投縣,69,細懸浮微粒,普通,1.8,0.24,30,47,28,20,5.9,7.2,1.2,1.3,145,2021-11-18 00:00,,0.3,23,33,1,120.967903,23.968842,72
金門,金門縣,62,細懸浮微粒,普通,7.8,0.48,6.5,20,65,25,28.6,29.4,0.8,1.3,108,2021-11-18 00:00,,0.4,20,52,3,118.312256,24.432133,77
馬公,澎湖縣,54,臭氧八小時,普通,1.7,0.18,51,56,28,13,2.9,4.2,1.2,2.8,13,2021-11-18 00:00,,0.2,13,34,1,119.566158,23.569031,78
關山,臺東縣,31,,良好,0.5,-,13.8,21,24,8,3.8,4.4,0.6,0.3,228,2021-11-18 00:00,,-,10,24,0,121.161933,23.045083,80
麥寮,雲林縣,52,細懸浮微粒,普通,1.2,0.16,44.6,49,37,14,4.2,4.8,0.6,2.7,354,2021-11-18 00:00,,0.1,16,40,2,120.251825,23.753506,83
富貴角,新北市,45,,良好,0.4,0.13,40.7,49,27,8,1.2,1.3,0,0.1,93,2021-11-18 00:00,,0.1,9,27,0,121.54738,25.29228,84
大城,彰化縣,52,細懸浮微粒,普通,1.1,0.12,49.3,54,37,10,2.8,3.4,0.6,6.6,16,2021-11-18 00:00,,0.1,16,39,1,120.26964167,23.85493056,85
高雄(湖內),高雄市,61,細懸浮微粒,普通,0.7,0.33,19.4,37,55,25,15.3,17.6,2.3,0.8,312,2021-11-18 00:00,,0.2,20,45,1,120.24535,22.87985556,202
臺南(麻豆),臺南市,53,細懸浮微粒,普通,0.9,0.19,28.2,42,48,16,8.7,9.4,0.6,1.7,2,2021-11-18 00:00,,0.1,16,47,1,120.24583056,23.17904722,203
屏東(琉球),屏東縣,67,細懸浮微粒,普通,2.3,0.45,39.3,47,47,21,9.8,10.8,0.9,0.7,312,2021-11-18 00:00,,0.3,22,46,2,120.37722,22.35222,204
新北(樹林),新北市,52,細懸浮微粒,普通,0.1,0.45,3.5,6,25,17,15.8,20.9,5.1,0.1,126,2021-11-18 00:00,,0.5,16,25,0,121.38352778,24.94902778,311
臺南(學甲),臺南市,57,細懸浮微粒,普通,0.2,0.21,29.8,35,51,16,4.4,5,0.6,1.5,357,2021-11-18 00:00,,0.2,18,50,0,120.18339722,23.23688056,312
屏東(枋寮),屏東縣,80,細懸浮微粒,普通,0.2,0.53,20,32,32,23,6.9,7.2,0.2,0.1,22,2021-11-18 00:00,,0.5,27,40,0,120.59036944,22.38474167,313
古亭,臺北市,47,,良好,2.3,0.32,16.1,17,25,12,17.3,18,0.7,0.2,98,2021-11-18 01:00,,0.4,15,25,1,121.529556,25.020608,14
松山,臺北市,48,,良好,2.5,0.39,25.3,14,37,16,12.2,13.1,0.9,0.2,53,2021-11-18 01:00,,0.3,15,31,0,121.578611,25.05,15
大同,臺北市,53,細懸浮微粒,普通,3.4,0.68,13.5,4,25,16,22.3,28.7,6.3,-,-,2021-11-18 01:00,,1.6,16,31,2,121.513311,25.0632,16
桃園,桃園市,59,細懸浮微粒,普通,2.8,0.78,5.3,16,30,25,35,40,4.9,0.3,331,2021-11-18 01:00,,0.7,19,28,4,121.30872222,24.98677778,17
大園,桃園市,40,,良好,1.3,0.17,35.1,32,34,12,10.3,11,0.6,0.8,89,2021-11-18 01:00,,0.2,12,28,1,121.201811,25.060344,18
觀音,桃園市,44,,良好,0.8,0.13,43.5,42,32,16,4.4,4.9,0.5,2.7,34,2021-11-18 01:00,,0.1,14,27,2,121.082761,25.035503,19
平鎮,桃園市,68,細懸浮微粒,普通,,0.51,1.9,3,31,21,,,,0.7,27,2021-11-18 01:00,,0.6,22,32,1,121.203986,24.952786,20
