SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,18,,良好,0.4,0.27,34.2,19,3,2,7.4,8.8,1.3,2.5,277,2021-08-07 18:00,,0.38,5,4,0,121.760056,25.129167,1
汐止,新北市,33,,良好,0.4,0.39,21.9,17,9,10,20.9,23.2,2.3,1.6,207,2021-08-07 18:00,,0.32,5,6,0,121.6423,25.067131,2
萬里,新北市,28,,良好,0.5,0.22,28.1,30,10,0,5.4,6.3,0.9,2,230,2021-08-07 18:00,,0.2,2,7,0,121.689881,25.179667,3
新店,新北市,24,,良好,1.1,0.18,35.1,26,8,3,7.9,8.5,0.5,2.3,291,2021-08-07 18:00,,0.26,2,6,0,121.537778,24.977222,4
土城,新北市,22,,良好,1.1,0.33,32.6,24,3,1,12.5,13.3,0.8,2.2,204,2021-08-07 18:00,,0.37,1,4,0,121.451861,24.982528,5
板橋,新北市,21,,良好,2.1,0.3,33.7,23,4,0,8.4,9,0.6,2.7,251,2021-08-07 18:00,,0.42,4,6,0,121.458667,25.012972,6
新莊,新北市,27,,良好,0.8,0.26,34.7,29,6,3,5.6,6.7,1,3.3,235,2021-08-07 18:00,,0.3,4,4,1,121.4325,25.037972,7
菜寮,新北市,23,,良好,1,0.37,26.6,19,7,10,13.4,14.4,0.9,2,276,2021-08-07 18:00,,0.43,7,6,0,121.481028,25.06895,8
林口,新北市,31,,良好,0.7,0.11,34.9,34,3,4,5.3,5.6,0.2,4.9,257,2021-08-07 18:00,,0.16,2,2,0,121.376869,25.077197,9
淡水,新北市,24,,良好,0.4,0.12,27.8,26,5,2,5.4,5.9,0.4,,,2021-08-07 18:00,,0.19,2,6,0,121.449239,25.1645,10
士林,臺北市,22,,良好,1.2,0.18,31.4,24,6,3,8.1,8.9,0.8,2.9,245,2021-08-07 18:00,,0.27,4,5,0,121.515389,25.105417,11
中山,臺北市,45,,良好,0.6,0.84,14.4,11,10,6,27.2,37.1,9.9,1.3,249,2021-08-07 18:00,,0.73,6,10,0,121.526528,25.062361,12
萬華,臺北市,25,,良好,1.3,0.58,25.4,16,6,5,15.6,16.8,1.2,1.2,261,2021-08-07 18:00,,0.52,6,9,1,121.507972,25.046503,13
古亭,臺北市,19,,良好,1,0.3,31.4,21,3,5,11.5,12.1,0.6,1.6,242,2021-08-07 18:00,,0.38,4,3,0,121.529556,25.020608,14
松山,臺北市,37,,良好,0.6,0.62,20.5,14,7,4,22.4,29,6.6,1.5,219,2021-08-07 18:00,,0.49,6,6,0,121.578611,25.05,15
大同,臺北市,50,,良好,1.3,1.99,-,-,18,9,30.8,58.9,28.1,-,-,2021-08-07 18:00,,1.22,8,13,1,121.513311,25.0632,16
桃園,桃園市,26,,良好,1.4,0.28,33.1,28,3,6,8.1,9.1,1,,,2021-08-07 18:00,,0.32,6,2,1,121.30872222,24.98677778,17
大園,桃園市,27,,良好,1.3,0.19,35.3,29,4,2,6.6,7.1,0.5,4.3,232,2021-08-07 18:00,,0.27,2,5,1,121.201811,25.060344,18
觀音,桃園市,33,,良好,0.6,0.3,37.5,36,4,3,6,6.3,0.2,4.1,258,2021-08-07 18:00,,0.21,2,3,0,121.082761,25.035503,19
平鎮,桃園市,27,,良好,0.6,0.18,34.9,29,7,3,5.4,6.4,0.9,2.2,257,2021-08-07 18:00,,0.24,4,3,0,121.203986,24.952786,20
龍潭,桃園市,31,,良好,0.7,0.12,40.2,33,0,0,4.3,4.5,0.1,4.9,249,2021-08-07 18:00,,0.18,2,1,0,121.21635,24.863869,21
湖口,新竹縣,35,,良好,,0.14,41.1,38,,2,,,,,,2021-08-07 18:00,,0.17,4,3,0,121.038653,24.900142,22
竹東,新竹縣,31,,良好,0.7,0.16,39,33,3,0,2.4,3.1,0.7,2.1,242,2021-08-07 18:00,,0.17,2,2,0,121.088903,24.740644,23
新竹,新竹市,31,,良好,1,0.29,38.5,33,7,7,7.3,8,0.6,2.8,251,2021-08-07 18:00,,0.29,6,6,0,120.972075,24.805619,24
頭份,苗栗縣,31,,良好,1.9,0.23,38.7,34,0,0,6.4,7.8,1.3,1.5,247,2021-08-07 18:00,,0.2,2,1,1,120.898572,24.696969,25
苗栗,苗栗縣,29,,良好,0.9,0.24,29.7,31,3,0,8.5,9.9,1.4,1.2,225,2021-08-07 18:00,,0.14,0,2,1,120.8202,24.565269,26
三義,苗栗縣,30,,良好,0.8,0.14,39,32,1,4,3,4.4,1.4,2,184,2021-08-07 18:00,,0.13,1,1,0,120.758833,24.382942,27
